Year	Antigua and Barbuda	Barbados	Belize	Canada	Costa Rica	Cuba	Dominica	Dominican Republic	El Salvador	Greenland	Grenada	Guatemala	Haiti	Honduras	Jamaica	Mexico	Nicaragua	Panama	Saint Kitts and Nevis	Saint Lucia	Saint Vincent and the Grenadines	The Bahamas	United States of America	Argentina	Bolivia	Brazil	Chile	Colombia	Ecuador	French Guiana	Guyana	Paraguay	Peru	Suriname	Trinidad and Tobago	Uruguay	Venezuela	Albania	Andorra	Austria	Belarus	Belgium	Bosnia and Herzegovina	Bulgaria	Croatia	Czechia	Denmark (Europe)	Estonia	Finland	France (Europe)	Germany	Greece	Hungary	Iceland	Ireland	Italy	Kosovo	Latvia	Liechtenstein	Lithuania	Luxembourg	Macedonia	Malta	Moldova	Monaco	Montenegro	Netherlands	Norway	Poland	Portugal	Republic of Serbia	Romania	San Marino	Slovakia	Slovenia	Spain	Sweden	Switzerland	Ukraine	United Kingdom (Europe)	Algeria	Angola	Benin	Botswana	Burkina Faso	Burundi	Cabo Verde	Cameroon	Central African Republic	Chad	Comoros	Democratic Republic of the Congo	Djibouti	Equatorial Guinea	Eritrea	Eswatini	Ethiopia	Gabon	Gambia	Ghana	Guinea	Guinea-Bissau	Ivory Coast	Kenya	Lesotho	Liberia	Libya	Madagascar	Malawi	Mali	Mauritania	Mauritius	Morocco	Mozambique	Namibia	Niger	Nigeria	Republic of the Congo	Rwanda	Senegal	Seychelles	Sierra Leone	Somalia	South Africa	South Sudan	Sudan	São Tomé and Principe	Togo	Tonga	Tunisia	Uganda	United Republic of Tanzania	Western Sahara	Zambia	Zimbabwe	Afghanistan	Armenia	Azerbaijan	Bangladesh	Bhutan	Cambodia	China	Georgia	India	Japan	Kazakhstan	Kyrgyzstan	Laos	Maldives	Mongolia	Myanmar	Nepal	North Korea	Pakistan	Russia	South Korea	Sri Lanka	Taiwan	Tajikistan	Thailand	Turkmenistan	Uzbekistan	Vietnam	Bahrain	Cyprus	Egypt	Iran	Iraq	Israel	Jordan	Kuwait	Lebanon	Northern Cyprus	Oman	Palestine	Qatar	Saudi Arabia	Syria	Turkey	United Arab Emirates	Yemen	Australia	Brunei	East Timor	Federated States of Micronesia	Fiji	Indonesia	Kiribati	Malaysia	Marshall Islands	Nauru	New Zealand	Palau	Papua New Guinea	Philippines	Samoa	Singapore	Solomon Islands	Tuvalu	Vanuatu	Arctic Ocean	Indian Ocean	North Atlantic	North Pacific	South Atlantic	South Pacific	Southern Ocean	Antarctica 
1890	-1.013052	-1.174290	-1.171534	-1.237808	-1.200535	-0.418373	-1.149666	-0.654074	-1.181467	-0.785629	-1.173397	-1.223711	-0.620123	-1.080246	-0.661562	-0.729944	-1.100319	-1.117281	-0.978031	-1.181704	-1.187555	-0.198198	-0.273375	-0.752946	-0.870056	-0.775711	-0.687549	-1.108519	-9999	-1.044882	-1.155878	-0.896198	-9999	-1.105686	-1.177412	-0.871294	-1.157831	-0.481441	-1.217219	-0.839330	0.051398	-1.081651	-0.493777	-0.477712	-0.645950	-0.755738	-0.396780	0.559916	0.820558	-1.086969	-0.898006	-0.453506	-0.536235	0.123865	-0.342963	-0.904120	-0.429136	0.352871	-1.121881	0.185048	-1.128965	-0.441348	-0.993404	-0.505086	-1.031472	-0.427725	-0.967306	0.454829	-0.290024	-1.245105	-0.439518	-0.495357	-0.787227	-0.567116	-0.774279	-1.187348	0.499607	-1.166835	-0.216072	-0.388125	-1.397360	-1.034920	-1.690748	-0.944334	-1.531916	-0.691864	-0.788744	-1.493221	-0.867437	-0.890568	-1.041937	-0.860962	-0.235926	-1.621284	0.128708	-0.751410	-0.212132	-1.460150	-0.940086	-1.501236	-1.131067	-0.960217	-1.293018	-0.557135	-0.872828	-1.115013	-0.813654	-1.141998	-0.896635	-1.446383	-1.261391	-1.139902	-1.317621	-0.907473	-0.999985	-1.480385	-1.646622	-1.270029	-0.656580	-1.003937	-1.053123	-1.072750	-0.567532	-0.900385	-0.270689	-0.132637	-1.611485	-1.625322	-0.761154	-1.187794	-0.476488	-0.783140	-1.285482	-0.870865	-0.884233	-0.435974	-0.303180	-0.252836	-0.595459	-0.559304	-0.661251	-0.362801	-0.305244	-0.438463	0.582605	-0.798050	-0.950050	-0.506922	-0.706846	-0.739273	-0.586960	-0.514096	0.531453	-0.414604	-0.839431	0.490965	-0.412329	-0.434893	-0.745230	-0.608883	-0.527763	-0.726936	-0.542334	-0.523014	-0.442757	-0.433199	-0.421638	-0.760340	-0.485312	-0.565077	-0.612270	-0.539755	-0.485521	-0.536171	-0.491491	-0.479900	-0.410488	-0.660288	-0.552776	-0.488960	-0.441824	-0.243998	-0.976879	-0.548225	-9999	-0.796659	-0.849836	-0.761213	-0.890436	-9999	-9999	-0.279617	-0.884924	-0.643877	-0.898155	-0.766621	-0.850788	-0.745239	-0.796656	-0.762983	-0.684130	-0.437048	-0.393915	-0.286760	-0.682400	-0.295342	-9999	-9999	
1891	-0.352520	-0.274738	-0.608471	-0.453588	-0.445414	-0.325878	-0.317316	-0.402971	-0.593060	-1.402863	-0.191841	-0.694078	-0.366714	-0.468756	-0.148582	-0.887037	-0.420977	-0.331932	-0.327778	-0.243145	-0.217503	-0.409935	-0.530394	-0.548882	-0.628677	-0.562449	-0.522096	-0.425337	-0.615902	-0.743931	-0.615469	-0.442312	-0.759581	-0.716320	-0.208523	-0.543369	-0.353477	-0.673620	-0.990759	-0.899156	-0.251140	-0.857487	-0.781455	-0.719470	-0.944685	-0.781178	-0.473724	-0.091156	-0.138546	-0.934425	-0.791971	-0.691814	-1.025223	-0.363765	-0.704665	-0.880672	-0.673198	-0.110051	-1.070128	-0.161979	-0.875379	-0.684828	-0.807993	-0.760033	-1.041650	-0.653918	-0.797674	-0.139374	-0.463193	-1.040496	-0.797382	-0.810632	-0.870189	-0.881595	-0.927361	-0.964179	0.121135	-1.105033	-0.517109	-0.728343	-0.870865	-0.800924	-1.142565	-0.700941	-0.967896	-0.638369	-0.297619	-0.954977	-0.649057	-0.601511	-0.756643	-0.729683	-0.149881	-1.080751	-0.017942	-0.845470	-0.298103	-1.048567	-0.286499	-1.092371	-0.621157	-0.362101	-0.908445	-0.539743	-0.793777	-0.746836	-0.637960	-0.820494	-0.788380	-0.839827	-0.608900	-0.709505	-0.803804	-0.811127	-0.574646	-0.918089	-1.054262	-0.950155	-0.616199	-0.359358	-0.767063	-0.623703	-0.436646	-0.703638	-0.382353	-0.220493	-1.161076	-1.149353	-0.919624	-0.820183	-0.521532	-0.680616	-0.639254	-0.744135	-0.793139	-0.813840	-0.763692	-0.694786	-0.528816	-0.560384	-0.514626	-0.450517	-0.696603	-0.486116	-0.432755	-1.214954	-1.044616	-0.482721	-0.532835	-0.420748	-0.353636	-0.688548	-0.509091	-0.626070	-0.791094	-0.579553	-0.379236	-0.832878	-1.074327	-0.428572	-1.159802	-1.390603	-0.550985	-0.188368	-0.557224	-0.445013	-0.472158	-0.456699	-0.473043	-0.497910	-0.230694	-0.562210	-0.587324	-0.098148	-0.489208	-0.161083	-0.160271	-0.609333	-0.713479	-0.166636	-0.105577	-0.904789	-0.710732	-0.874384	-9999	-0.895941	-0.729595	-0.277576	-0.699842	-9999	-9999	-0.581428	-0.699986	-0.622982	-0.814362	-0.745636	-0.711285	-0.629831	-0.794275	-0.763296	-0.819386	-0.311881	-0.192168	-0.136822	-0.548909	-0.176167	-9999	-9999	
1892	-0.266859	-0.290709	-1.294710	-0.288929	-1.019960	-0.694996	-0.190973	-0.584417	-1.117428	-0.567211	-0.427910	-1.170374	-0.617300	-1.150063	-0.689686	-0.612089	-1.087997	-0.915398	-0.264900	-0.271765	-0.283047	-0.671318	-0.682364	-0.843988	-0.827349	-0.699036	-0.809150	-0.804918	-0.852045	-0.727467	-0.773565	-0.765274	-0.837463	-0.757832	-0.611814	-0.757061	-0.701586	-0.054542	-0.522273	-0.544252	-0.711267	-0.780399	-0.276660	0.153855	-0.436256	-0.565170	-1.021783	-1.350758	-1.721647	-0.533674	-0.704284	0.074022	-0.479356	-2.386801	-1.178351	-0.261791	-0.064043	-1.178473	-0.359428	-1.013432	-0.604246	-0.000563	-0.048594	0.068143	-0.309584	-0.119078	-0.899778	-1.318313	-0.620735	-0.637234	-0.167897	-0.029084	-0.367148	-0.515625	-0.593127	-0.442702	-1.368103	-0.355861	-0.115175	-1.228549	-0.286900	-0.740131	-0.957451	-0.697721	-0.803818	-0.332363	-0.038200	-0.812582	-0.575642	-0.538912	-0.219143	-0.493847	-0.481779	-0.957296	-0.517052	-0.343714	-0.471628	-0.886122	0.116028	-0.964060	-0.390551	0.006392	-0.772617	-0.385866	-0.755756	-0.595985	-0.245407	-0.361275	-0.241941	-0.517706	-0.250557	-0.258917	-0.463009	-0.230265	-0.966515	-0.589399	-0.882524	-0.760817	-0.350199	0.020123	-0.568302	-0.418032	-0.487444	-0.809818	-0.450270	-0.535263	-1.043331	-0.997551	-0.726860	-0.019045	-0.390633	-0.253550	-0.323256	-0.387741	-0.369349	0.008914	-0.142161	-0.247512	-0.458273	-0.344855	-1.122082	-0.790635	-0.177061	-0.148176	-0.711975	-0.807663	-0.478520	-1.112093	-0.465851	-1.414803	-0.727343	-0.126962	-1.299973	0.168736	-0.947365	-1.058503	-0.327188	-0.832556	-0.336721	-0.980791	-0.435851	-0.477062	-1.168348	-0.170959	-0.294729	-0.435833	-0.043509	-0.226572	-0.231693	-0.306538	-0.087488	-0.271109	-0.269230	-0.159565	-0.221535	-0.180128	-0.375111	-0.299604	-0.117313	-0.128525	-0.452723	-0.178766	-1.069111	-0.397568	-9999	-0.757179	-0.689541	-0.845161	-0.912741	-9999	-9999	-0.195858	-0.530262	-0.423618	-0.776241	-0.828640	-0.750645	-0.630877	-0.717363	-0.595951	-0.793245	-0.254203	-0.349464	-0.335876	-0.623264	-0.248759	-9999	-9999	
1893	-0.496012	-0.487854	-0.654163	-1.144094	-0.847498	-0.500261	-0.447744	-0.666527	-0.634809	-0.323460	-0.548868	-0.524834	-0.721004	-0.697891	-0.811411	-0.539808	-0.775669	-0.970787	-0.518179	-0.483156	-0.491783	-0.411634	-0.773920	-0.926122	-1.068382	-0.992361	-0.727212	-1.121767	-1.185921	-0.815302	-0.963072	-1.193596	-1.087139	-0.903265	-0.692991	-1.144333	-0.943941	-1.055170	0.092851	-0.608047	-1.542459	0.136994	-1.163760	-1.415857	-0.872461	-0.671989	-0.549383	-1.947297	-2.147821	0.078586	-0.336080	-1.057913	-1.225072	-0.421872	0.357984	-0.241174	-1.252346	-1.757726	-0.241417	-1.484917	0.091537	-1.205478	-0.063066	-1.513740	0.024208	-1.200081	-0.041517	-1.155353	-0.966473	0.277527	-1.400724	-1.461028	-0.397745	-1.085948	-0.640885	0.220948	-1.369911	-0.012200	-1.498939	0.407454	-0.078480	-0.300924	-0.756119	-0.491186	-0.612684	-0.742901	-0.041271	-0.889641	-0.832005	-0.824228	-0.742569	-0.640337	-0.434870	-0.863260	-0.583717	-0.683126	-0.545986	-0.712685	0.079418	-0.727915	-0.473782	-0.141209	-0.697723	-0.561600	-0.836979	-0.712833	-0.592623	-0.880928	-0.711851	-0.323135	0.072445	-0.968298	0.032846	-0.713371	-0.313103	-0.610167	-0.863092	-0.640421	-0.737503	0.072227	-0.654739	-0.613077	-0.393417	-0.693579	-0.750486	-0.826258	-0.859028	-0.745111	-0.502199	0.178726	-0.689674	-0.699957	0.154774	-0.545580	-0.597164	-0.585208	-0.666444	-0.646717	-1.259626	-1.200198	-1.137669	-0.766278	-0.923327	-1.242292	-1.016641	0.137324	-0.012731	-1.224552	-0.508125	-0.232751	-1.209595	-1.327634	-1.295973	-0.885487	-0.217053	-1.146020	-0.549511	-0.853418	-0.522880	-1.171162	-0.341468	-0.276094	-1.203453	-0.309414	-0.844332	-0.998257	-0.330215	-0.635065	-0.987738	-0.940798	-0.429234	-0.876453	-0.870819	-0.286747	-0.950668	-0.300991	-0.526356	-0.819868	-1.047058	-0.323862	-0.230167	-0.091579	-1.087751	-0.532143	-9999	-0.380260	-0.869413	-1.161251	-1.020128	-9999	-9999	-0.006680	-0.720522	-0.336214	-0.811123	-0.999138	-0.983624	-0.458778	-0.640675	-0.262274	-0.499961	-0.204171	-0.242866	-0.482582	-0.729561	-0.104320	-9999	-9999	
1894	-0.719189	-0.798687	-0.623148	-0.718932	-0.802464	-0.570351	-0.772181	-0.649561	-0.662189	-1.905619	-0.799004	-0.643690	-0.689686	-0.697128	-0.834141	-0.516808	-0.759537	-0.882902	-0.746290	-0.811869	-0.820131	-0.378334	-0.522888	-0.709161	-0.767529	-0.551996	-0.529292	-0.920057	-0.811733	-0.714228	-0.860224	-0.847755	-0.774612	-0.801540	-0.828463	-0.961626	-0.897129	-0.380326	-0.427282	-0.263760	-0.244028	-0.049230	-0.317723	-0.633454	-0.304149	-0.171327	0.344506	0.499260	0.988605	-0.348919	-0.102365	-0.553431	-0.265118	0.226259	-0.322168	-0.298654	-0.380408	0.296956	-0.259723	0.135348	-0.089691	-0.433037	-0.232857	-0.718140	-0.280209	-0.336383	-0.063516	0.655213	-0.090023	-0.686684	-0.325123	-0.527868	-0.303527	-0.235762	-0.289577	-0.605227	0.914171	-0.190476	-0.858466	-0.157473	-0.452576	-0.374554	-0.875780	-0.517263	-0.879351	-0.228006	-0.452082	-0.684370	-0.516094	-0.535975	-0.431217	-0.346596	-0.390909	-0.746588	-0.795172	-0.682718	-0.478424	-0.641008	-0.662165	-0.985888	-0.799219	-0.678862	-0.926039	-0.327616	-0.679434	-0.824913	-0.414751	-0.509062	-0.382647	-0.742300	-0.660244	-0.590742	-0.632011	-0.489531	-0.430687	-0.601486	-0.728691	-0.528955	-0.241325	-0.691519	-0.450031	-0.772717	-0.314699	-0.622658	-0.475304	-0.702921	-0.768559	-0.946650	-0.466244	-0.241863	-0.319159	-0.243219	-0.598833	-0.351614	-0.503284	-0.683978	-1.058074	-1.096904	-0.381929	-0.346966	-0.858315	-0.258128	-1.214362	-0.443323	0.225475	-1.169168	-0.679743	-0.741045	-0.358986	0.044085	-0.596931	-0.434482	0.403843	-0.647083	0.010485	0.609336	-0.188793	-0.401876	-0.864672	-0.773138	-1.048103	-1.085755	-0.767380	-0.746298	-0.986406	-0.732534	-0.787710	-1.266464	-1.191830	-1.250700	-1.026102	-1.150578	-1.060343	-0.371340	-1.227612	-0.594669	-0.840263	-1.254288	-1.201988	-0.428829	-0.427923	-0.808834	-0.944790	-1.061440	-9999	-0.469168	-0.864187	-0.861607	-0.832302	-9999	-9999	-0.293231	-0.700598	-0.611319	-0.774990	-0.654806	-0.792233	-0.524937	-0.546274	-0.651052	-0.851431	-0.160113	-0.433655	-0.337047	-0.732533	-0.266057	-9999	-9999	
1895	-0.575514	-0.625204	-0.549709	-0.216036	-0.598017	-0.592243	-0.653923	-0.551176	-0.563917	0.137310	-0.601109	-0.566713	-0.575384	-0.590300	-0.714230	-0.499432	-0.616959	-0.628950	-0.586967	-0.637819	-0.640224	-0.520510	-0.973924	-0.262162	-0.301338	-0.369087	-0.332703	-0.592684	-0.492188	-0.397806	-0.467413	-0.211292	-0.472023	-0.411148	-0.541170	-0.284912	-0.607737	-0.247216	0.053982	-0.804599	-0.628016	-0.831987	-0.520589	-0.288725	-0.719832	-0.888133	-0.888817	-0.639323	-0.509917	-0.419474	-0.848447	-0.229774	-0.874100	-0.424674	-0.884696	-0.370838	-0.331092	-0.622787	-0.630540	-0.616245	-0.826664	-0.287644	0.090809	-0.176826	-0.581633	-0.313977	-0.883477	-0.612675	-0.615865	0.206906	-0.536873	-0.484854	-0.513719	-0.787300	-0.737277	0.233835	-0.633894	-0.624358	-0.361930	-0.744266	0.415081	-0.271843	-0.481590	-0.385202	-0.468536	-0.248575	-0.151917	-0.610245	-0.569635	-0.474697	-0.221916	-0.366823	-0.324156	-0.634460	-0.697624	-0.384829	-0.346210	-0.554192	-0.775408	-0.573229	-0.748911	-0.809277	-0.680319	-0.247742	-0.596725	-0.731722	-0.139853	-0.298880	-0.207289	-0.186335	-0.121420	-0.323313	0.221704	-0.241179	-0.376883	-0.163513	-0.476755	-0.511621	-0.278713	-0.709806	-0.408728	-0.741701	-0.267923	-0.579895	-0.452816	-0.691738	-0.565163	-0.515245	-0.717857	0.409525	-0.310667	-0.203669	0.087339	-0.215845	-0.270182	-0.073921	-0.630968	-0.581657	-0.470932	-0.466264	-0.520554	-0.718587	-0.570243	-0.298716	-0.657853	-0.453319	-0.309270	-0.511486	-0.144888	-0.928205	-0.483582	-0.474748	-1.180883	-0.067253	-0.913025	-0.821525	-0.067926	-0.812727	-0.247326	-0.477480	-0.225783	-0.272959	-0.537241	-0.622036	-0.571375	-0.687040	-0.388227	-0.840378	-0.800730	-0.892809	-0.664648	-0.699392	-0.536238	-0.575630	-0.776478	-0.644644	-0.830635	-0.760010	-0.442701	-0.649065	-0.536188	-0.478281	-0.673971	-0.770988	-0.478601	-0.615103	-0.692108	-0.472021	-0.644087	-0.442135	-0.319559	-0.769408	-0.803038	-0.526516	-0.877371	-0.724518	-0.688927	-0.434252	-0.499100	-0.616161	-0.566525	-0.219964	-0.281004	-0.204959	-0.784367	-0.128966	-0.742079	-9999	
1896	-0.519026	-0.556198	-0.291353	-0.882157	-0.442923	-0.412668	-0.574118	-0.339912	-0.322134	-1.741707	-0.541672	-0.298010	-0.344734	-0.345009	-0.504763	0.013266	-0.400394	-0.470476	-0.501400	-0.568813	-0.571978	-0.351267	-0.418666	0.225352	-0.028481	-0.272646	0.078084	-0.473246	-0.415184	-0.389494	-0.370722	0.188564	-0.366556	-0.380051	-0.434856	0.070440	-0.471277	-0.585664	-0.780482	-0.840427	-0.176046	-0.579366	-0.701032	-0.410919	-0.760207	-0.733652	0.184701	0.347744	0.456632	-0.732750	-0.582200	-0.554851	-0.820041	-0.413267	-0.125470	-0.782726	-0.561570	0.194781	-0.861832	0.124575	-0.684710	-0.549882	-0.607948	-0.573331	-0.843957	-0.598452	-0.447393	0.257281	-0.237134	-0.652540	-0.650930	-0.531649	-0.742772	-0.694381	-0.736342	-0.866744	0.523401	-0.897640	-0.885437	-0.046544	-1.027031	-0.151754	-0.913559	0.040045	-1.020409	-0.329777	-0.229450	-0.889774	-0.805601	-0.878704	-0.130722	-0.418118	-0.267790	-0.735786	-0.610197	0.110949	-0.333393	-0.633341	-0.160927	-0.953150	-0.566120	-0.178875	-0.825369	-0.238350	0.186142	-0.508640	-0.639738	-0.258812	-0.073870	-1.020041	-0.777790	-0.615717	-0.809992	-0.042702	-0.044573	-1.043575	-0.971466	-0.588133	-0.365929	-0.374039	-0.229391	-0.365784	-0.189995	0.028133	-0.545965	-0.645390	-0.696491	-0.907682	-0.535593	-0.575722	-0.401827	-0.166674	-0.690752	-0.057241	0.017895	0.004670	-0.913629	-1.054439	-0.066008	-0.126126	-0.533627	-0.487778	-1.209140	0.281748	-0.549253	-1.113575	-0.171752	-0.499813	-0.128258	-0.406826	-0.317888	0.183599	-0.764194	0.226101	-0.325410	-0.587698	0.033560	-0.466070	-0.199178	-0.405497	-0.628826	-0.677709	-0.540878	-0.570431	-0.578783	-0.586946	-0.517664	-1.111290	-0.482031	-0.649065	-0.842306	-0.626583	-0.633955	-0.248119	-0.490986	-0.461529	-0.625015	-0.902414	-0.842352	-0.267130	-0.371113	-0.313919	-0.500519	-1.164289	-0.624601	-0.535973	-0.680265	-0.131805	-0.398924	-0.678667	-0.788418	-0.735732	-0.683636	-0.808489	-0.720661	-0.584776	-0.315125	-0.864021	-0.654156	-0.654562	-0.930053	-0.092075	-0.023827	-0.126228	-0.777127	0.104794	-0.645689	-9999	
1897	-0.335581	-0.387596	0.112623	-0.806499	-0.109053	-0.081142	-0.401978	-0.114756	0.016504	-1.022137	-0.346186	0.037298	-0.072424	0.028334	-0.119003	-0.191504	-0.035082	-0.211563	-0.325598	-0.382107	-0.373384	-0.002716	-0.353247	-0.328592	-0.386017	-0.410973	-0.436108	-0.412893	-0.418659	-0.322803	-0.388397	-0.323139	-0.494415	-0.361244	-0.352068	-0.306223	-0.424883	-0.430619	0.440390	-0.165113	0.396243	-0.065363	-0.289908	-0.420485	-0.189098	-0.276500	-0.166407	0.332083	0.241695	0.073877	-0.209126	-0.611397	-0.472198	-0.212608	-0.132043	-0.000095	-0.435461	0.349117	0.067338	0.269703	-0.064461	-0.477008	-0.394468	-0.011074	0.197213	-0.399602	-0.216694	0.047331	-0.155380	0.329782	-0.506506	-0.386511	0.047576	-0.368401	-0.023120	0.476150	0.105073	0.114026	0.069900	-0.111072	-0.029148	-0.153152	-0.390625	-0.247953	-0.515686	-0.222765	-0.472527	-0.508331	-0.493055	-0.657108	0.029222	-0.260736	-0.363647	-0.360109	-0.393492	-0.310940	-0.257843	-0.317680	-0.000835	-0.525177	-0.429020	-0.058981	-0.559181	-0.188356	-0.338820	-0.424309	-0.575882	-0.126747	-0.039919	-0.403753	-0.317785	-0.166521	-0.013752	-0.097130	-0.245956	-0.572620	-0.507969	-0.320314	-0.239983	-0.200157	0.110559	-0.340694	-0.175493	-0.367188	-0.353600	-0.579144	-0.323881	-0.415186	-0.395996	0.054089	-0.266371	-0.068146	-0.199505	-0.092180	-0.146240	-0.528560	-0.562304	-0.424445	-0.002985	-0.184177	-0.165293	-0.647577	-0.475600	0.091818	-1.032491	-0.967962	-0.832994	-0.119177	0.150002	-1.087277	-0.012560	-0.023458	-0.676708	-0.355793	-0.122151	-0.628005	0.264017	-0.218971	-0.824298	-0.191130	-0.595428	-0.699922	-0.141405	-0.628422	-1.061871	-0.825275	-0.456980	-0.994751	-1.115915	-1.117666	-0.783445	-1.160044	-1.041943	-0.277710	-1.158401	-0.533548	-0.698784	-1.123013	-0.792291	-0.380419	-0.354387	0.119833	-0.242622	0.033592	-9999	-0.330639	-0.240164	-0.212734	-0.226978	-9999	-9999	-0.628018	-0.376499	-0.232534	-0.220535	-0.224735	-0.210896	-0.335022	-0.391697	-0.300381	-0.130365	-0.162305	-0.101713	-0.130523	-0.808028	0.046634	-0.736599	-9999	
1898	-0.429226	-0.564016	-0.485012	-0.344715	-0.643213	-0.330891	-0.515900	-0.404127	-0.593060	-1.962278	-0.611542	-0.577204	-0.421238	-0.541868	-0.415133	-0.642368	-0.586525	-0.685122	-0.442879	-0.570309	-0.581156	-0.162863	-0.417144	-1.081677	-0.790649	-0.507629	-0.908161	-0.820444	-0.755468	-0.696924	-0.701248	-0.947552	-0.758123	-0.696728	-0.690973	-1.199804	-0.823929	0.188695	0.136735	0.590274	0.073340	0.364754	0.488381	0.057068	0.506974	0.555090	0.215139	0.293455	-0.179558	0.195644	0.355319	-0.007205	0.304744	-0.538129	0.384464	0.328959	0.269760	0.361522	0.609392	0.339925	0.335830	0.162810	-0.220098	-0.115873	0.422778	0.320146	0.294617	-0.133190	0.428038	-0.117084	0.261652	0.080816	0.468843	0.418849	0.614133	-0.028275	-0.145018	0.435806	-0.363778	0.476774	-0.192999	-0.593437	-0.421309	-0.849134	-0.262207	-0.008163	-0.858490	-0.640249	-0.284990	-0.409222	0.040379	-0.258816	-0.085440	-0.772444	0.219652	-0.876724	0.115002	-0.709806	-0.440006	-0.492170	-0.392046	-0.466764	-0.462093	0.201210	-0.848383	-0.538208	-0.320002	-0.208899	-0.194094	-0.165888	-0.238661	-0.435762	-0.287464	-0.359396	-0.790081	-0.422523	-0.523121	-0.583433	0.019596	-0.384399	-0.323643	-0.515701	-0.124718	-0.900845	0.095608	-0.089321	-0.805693	-0.457205	-0.320267	-0.199280	0.136728	0.106491	-0.339827	-0.387238	-0.653566	-0.632401	-1.013858	-1.063350	-0.320923	-0.212575	-0.645317	-0.278717	-1.132326	-0.053064	-0.369604	-1.663194	-1.548111	-0.335131	0.002516	-0.596227	-0.261282	-0.192932	0.274170	-0.034492	-0.578537	0.410546	0.019611	-0.387772	-1.340455	-0.529583	-1.194160	-1.683329	-0.400763	-0.841383	-0.515247	-0.531984	-0.920639	-1.021235	-0.623550	-0.682823	-1.025984	-0.632921	-0.543365	-0.568226	-0.604763	-0.772051	-0.608971	-0.779175	-0.623444	-0.708241	-0.401363	-0.108212	-0.630894	-0.723848	-9999	-0.191101	-0.607298	-0.476965	-0.594797	-9999	-9999	-0.829162	-0.530046	-0.514849	-0.556562	-0.344055	-0.478407	-0.544010	-0.369530	-0.374506	-0.731141	-0.477208	-0.112072	-0.392935	-1.018920	-0.216931	-9999	-9999	
1899	-0.448414	-0.418407	-0.416477	-0.984472	-0.419504	-0.166527	-0.450050	-0.400879	-0.436016	-0.946762	-0.401363	-0.466169	-0.352154	-0.396524	-0.353542	-0.618803	-0.407085	-0.401289	-0.454464	-0.442198	-0.451778	-0.030291	-0.629040	-0.157388	-0.442034	-0.411697	-0.110177	-0.449305	-0.486271	-0.502920	-0.345238	-0.252386	-0.552956	-0.419025	-0.241955	-0.236366	-0.360468	-0.253783	0.512433	-0.250741	-0.182686	0.146509	-0.431193	-0.217682	-0.389214	-0.353693	0.181020	-0.724733	-1.653261	0.387299	-0.029001	-0.169666	-0.580606	-0.936827	0.245122	-0.015424	-0.307120	-0.328407	0.071445	-0.103415	0.171591	-0.195817	-0.177828	-0.200109	0.474701	-0.360077	0.062918	-0.898218	-0.112047	0.979981	-0.439688	-0.390123	-0.227256	-0.448639	-0.252709	0.905305	-0.984376	0.267102	-0.184706	0.197526	0.395327	-0.180294	0.064482	-0.347044	0.250168	-0.109224	0.441870	0.249760	0.273540	0.136456	-0.483543	0.001432	-0.289902	0.052496	-0.134382	-0.677538	-0.145432	0.010695	0.218681	0.222017	0.297338	0.186520	0.308641	-0.192881	-0.480577	0.152405	-0.283783	-0.524614	-0.469324	0.392641	0.553707	-0.447769	0.553104	-0.554247	-0.286282	0.154247	0.222801	0.064049	-0.070263	0.360537	-0.587437	0.125898	-0.332932	-0.476114	0.125223	-0.069048	-0.021343	0.070337	-0.452740	0.274513	-0.026711	-0.317659	0.528818	-0.298681	-0.440004	0.245172	0.643667	0.429214	-0.594645	-0.700931	-0.724495	-0.294580	0.368885	0.038717	-0.427486	0.572319	0.355075	-0.689848	-0.380407	-0.074541	-0.582130	-0.350175	0.152402	0.215591	0.016659	-0.079134	-0.175055	-0.834335	0.025379	-0.663227	0.482322	0.517740	-0.658133	-0.248112	-0.438162	-0.517870	0.188087	-0.226814	-0.421164	-0.440090	-0.258585	-0.331276	-0.428404	-0.237764	-0.375439	-0.235470	-0.410822	-0.218399	-0.123384	-0.156231	-0.413324	-0.504820	-0.837742	-0.966196	-9999	-0.568481	-0.718048	-0.363628	-0.724100	-9999	-9999	-0.878329	-0.484358	-0.592939	-0.724281	-0.288967	-0.564846	-0.677567	-0.413391	-0.684612	-0.614296	-0.449975	-0.048081	-0.280711	-0.797225	0.078526	-0.613814	-9999	
